stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
010260,99999,2017,09,11,53.8,23,44.1,23,993.1,23,979.6,23,40.8,7,5.2,23,9.7,13.8,61.0,,48.0,,0.0,G,999.9,0,1,0,0,0,0
010240,99999,2017,07,05,43.0,23,33.6,23,1003.2,23,1002.0,23,999.9,0,8.2,19,13.6,16.5,48.2,,39.9,*,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,02,25,15.0,23,11.1,23,1006.9,23,1005.8,23,999.9,0,22.5,23,29.1,999.9,18.7,,11.1,*,0.0,I,999.9,0,0,0,0,0,0
010240,99999,2017,03,22,11.4,23,2.9,23,998.0,23,996.6,23,999.9,0,3.4,17,13.6,999.9,18.3,*,-0.6,,0.0,I,999.9,0,0,0,0,0,0
010200,99999,2017,09,10,42.3,23,38.6,23,1015.1,23,1014.0,23,999.9,0,17.0,23,21.6,25.4,43.3,,41.9,*,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,09,11,33.4,23,32.4,23,1020.0,23,1018.9,23,999.9,0,22.2,23,25.3,999.9,34.3,,32.0,*,0.0,I,999.9,0,0,0,0,0,0
010240,99999,2017,05,14,26.1,23,16.6,23,1027.6,23,1026.2,23,999.9,0,3.0,18,5.8,999.9,32.0,,18.9,*,0.0,I,999.9,0,0,0,0,0,0
010060,99999,2017,07,28,37.4,23,33.8,23,1008.2,23,1006.7,23,999.9,0,11.7,21,19.4,999.9,41.4,*,36.0,*,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,04,04,0.6,23,-3.4,23,1005.4,23,1003.7,23,999.9,0,22.2,23,35.0,999.9,10.2,*,-4.2,,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,09,20,35.6,23,31.0,23,1028.6,23,1027.2,23,10.0,8,17.9,23,23.7,36.5,36.7,*,34.3,,0.71,G,999.9,0,1,1,0,0,0
010260,99999,2017,05,07,29.4,23,21.4,23,1023.1,23,1008.6,23,26.6,7,7.1,23,11.7,21.0,33.8,,27.3,,0.0,G,999.9,0,0,1,0,0,0
010060,99999,2017,12,01,27.7,23,26.1,23,993.0,23,991.4,23,999.9,0,15.6,22,29.1,999.9,32.4,*,20.5,,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,12,17,27.7,23,26.1,23,1000.4,23,998.8,23,999.9,0,14.3,23,17.5,999.9,30.0,*,21.6,,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,01,26,6.4,23,0.9,23,999.8,23,998.6,23,999.9,0,29.7,23,33.0,999.9,8.4,*,5.2,*,0.0,I,999.9,0,0,0,0,0,0
010020,99999,2017,04,19,5.7,23,1.0,23,1016.9,23,1016.1,23,999.9,0,9.3,23,19.4,999.9,10.8,,0.9,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,06,28,43.1,23,38.3,23,1003.9,23,1001.9,23,21.5,23,13.4,23,20.8,25.8,46.6,,39.9,,0.04,A,999.9,0,1,0,0,0,0
010170,99999,2017,08,19,37.4,23,31.1,23,1013.5,23,1012.7,23,999.9,0,7.3,23,11.7,14.4,40.8,,35.2,*,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,10,09,34.3,23,32.0,23,1015.2,23,1014.3,23,999.9,0,6.0,22,11.7,999.9,36.5,*,32.7,*,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,06,19,39.4,23,33.1,23,1008.0,23,1007.2,23,999.9,0,6.0,23,7.8,999.9,41.0,*,37.9,,0.0,I,999.9,0,0,0,0,0,0
010020,99999,2017,08,28,37.5,23,31.3,23,997.5,23,996.7,23,999.9,0,5.9,23,11.7,999.9,41.4,*,34.0,,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,12,08,33.1,24,27.1,24,1004.3,23,1002.3,23,19.3,24,20.7,24,27.2,28.0,36.5,,28.6,,0.0,G,999.9,0,1,1,0,0,0
010090,99999,2017,06,25,32.3,24,9999.9,0,1009.7,24,1009.0,24,999.9,0,4.1,23,5.8,999.9,35.2,*,29.5,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,11,07,27.8,24,9999.9,0,1022.4,24,1021.7,24,999.9,0,7.5,23,11.7,999.9,29.7,*,26.4,*,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,17,23.4,24,9999.9,0,996.8,24,913.1,24,999.9,0,7.1,24,11.7,999.9,24.8,,21.7,,0.0,G,999.9,0,0,0,0,0,0
010090,99999,2017,03,30,-6.5,24,9999.9,0,1004.8,24,1004.0,24,999.9,0,12.2,24,15.5,999.9,-3.1,,-11.9,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,07,11,32.9,24,9999.9,0,1009.6,24,1008.9,24,999.9,0,5.5,23,9.7,999.9,37.4,,29.3,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,09,07,34.0,24,9999.9,0,1019.8,24,1019.1,24,999.9,0,27.2,24,33.0,999.9,35.6,*,32.7,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,16,18.1,24,9999.9,0,1004.3,24,1003.6,24,999.9,0,17.8,24,21.4,999.9,21.9,*,14.5,,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,26,20.1,24,9999.9,0,995.3,24,911.2,24,999.9,0,3.9,19,9.7,999.9,21.7,*,17.1,,0.0,G,2.8,0,0,0,0,0,0
010360,99999,2017,12,15,20.6,24,9999.9,0,991.9,24,908.1,24,999.9,0,11.7,24,15.5,999.9,22.5,*,18.1,*,0.0,G,1.2,0,0,0,0,0,0
010090,99999,2017,02,01,5.6,24,9999.9,0,1017.1,24,1016.4,24,999.9,0,16.8,24,31.1,31.7,13.3,*,2.3,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,06,15,29.4,24,9999.9,0,1003.6,24,1002.9,24,999.9,0,6.6,24,11.7,999.9,32.0,,27.3,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,09,30,38.3,24,9999.9,0,1024.2,24,1023.6,24,999.9,0,7.1,24,11.7,999.9,41.2,,36.3,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,21,16.0,24,9999.9,0,1001.1,24,1000.4,24,999.9,0,29.2,24,38.9,999.9,20.8,*,14.0,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,03,22,-6.3,24,9999.9,0,1005.2,24,1004.4,24,999.9,0,5.7,24,9.7,999.9,2.3,*,-15.7,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,07,22,34.2,24,9999.9,0,1014.4,24,1013.7,24,999.9,0,4.9,24,9.7,999.9,40.3,*,32.5,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,10,24,17.8,24,9999.9,0,1010.2,24,1009.5,24,999.9,0,15.2,24,23.3,999.9,21.2,*,15.3,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,05,14,27.2,24,9999.9,0,1024.2,24,1023.5,24,999.9,0,8.5,24,15.5,999.9,34.5,,22.5,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,03,11,-17.0,24,9999.9,0,991.5,24,990.7,24,999.9,0,32.4,24,40.8,999.9,-7.8,*,-25.2,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,06,05,26.8,24,9999.9,0,1023.2,24,1022.4,24,999.9,0,4.4,22,7.8,999.9,32.4,*,21.7,,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,14,24.5,24,9999.9,0,983.6,24,901.2,24,999.9,0,7.9,24,9.7,999.9,26.2,,20.7,,0.0,F,2.0,0,0,0,0,0,0
010090,99999,2017,03,19,-12.8,24,9999.9,0,985.6,24,984.8,24,999.9,0,16.0,24,19.4,999.9,-11.2,*,-16.1,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,08,28,33.5,24,9999.9,0,999.2,24,998.5,24,999.9,0,6.9,24,9.7,999.9,34.5,,32.0,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,05,20,15.2,24,9999.9,0,1018.0,24,1017.3,24,999.9,0,5.6,24,7.8,999.9,22.1,,6.6,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,07,30,30.0,24,9999.9,0,1014.4,24,1013.7,24,999.9,0,11.7,24,13.6,999.9,31.3,,27.3,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,06,19,31.0,24,9999.9,0,1005.5,24,1004.8,24,999.9,0,11.3,24,15.5,999.9,33.1,,29.1,,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,19,33.1,24,9999.9,0,1002.7,24,920.1,24,999.9,0,11.3,24,17.5,999.9,40.8,*,22.1,,0.0,G,999.9,0,0,0,0,0,0
010090,99999,2017,10,18,31.1,24,9999.9,0,1020.0,24,1019.3,24,999.9,0,17.7,24,23.3,999.9,32.7,*,29.3,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,28,16.4,24,9999.9,0,1010.3,24,1009.5,24,999.9,0,7.3,23,9.7,999.9,19.8,*,12.4,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,05,13,16.6,24,9999.9,0,1027.8,24,1027.0,24,999.9,0,5.2,24,9.7,999.9,25.7,*,2.8,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,05,11,6.1,24,9999.9,0,1031.7,24,1030.9,24,999.9,0,3.3,17,5.8,999.9,12.9,*,-2.2,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,04,14,-9.2,24,9999.9,0,1023.2,24,1022.4,24,999.9,0,13.6,24,17.5,999.9,-5.4,*,-15.2,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,03,17,-13.6,24,9999.9,0,983.3,24,982.5,24,999.9,0,19.3,24,21.4,999.9,-9.2,*,-17.9,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,09,34.6,24,9999.9,0,1025.7,24,1025.0,24,999.9,0,21.8,24,35.0,41.6,37.0,,32.2,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,09,15,32.5,24,9999.9,0,1019.2,24,1018.5,24,999.9,0,13.8,24,19.4,999.9,35.4,*,28.4,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,04,21,12.5,24,9999.9,0,1019.1,24,1018.4,24,999.9,0,8.0,24,9.7,999.9,15.8,*,4.6,*,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,27,16.9,24,9999.9,0,994.7,24,910.1,24,999.9,0,4.2,23,5.8,999.9,18.5,,12.6,,0.0,G,2.8,0,0,0,0,0,0
010090,99999,2017,09,08,37.3,24,9999.9,0,1018.7,24,1018.0,24,999.9,0,12.4,24,31.1,999.9,41.7,,34.7,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,10,08,25.2,24,9999.9,0,1017.0,24,1016.3,24,999.9,0,9.3,24,13.6,999.9,27.1,*,23.2,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,20,18.1,24,9999.9,0,987.1,24,986.4,24,999.9,0,24.2,24,36.9,999.9,24.8,,8.4,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,08,03,33.7,24,9999.9,0,1009.9,24,1009.2,24,999.9,0,8.7,24,11.7,999.9,35.4,,28.0,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,10,06,24.1,24,9999.9,0,1013.4,24,1012.7,24,999.9,0,7.4,23,9.7,999.9,26.8,,22.3,*,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,21,28.0,24,9999.9,0,992.5,24,909.9,24,999.9,0,12.2,24,19.4,999.9,32.5,,24.1,*,0.02,G,999.9,0,0,0,0,0,0
010090,99999,2017,02,18,-7.7,24,9999.9,0,1007.0,24,1006.2,24,999.9,0,7.7,24,11.7,999.9,-1.5,*,-11.4,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,19,28.3,24,9999.9,0,994.6,24,993.9,24,999.9,0,19.4,24,36.9,999.9,32.0,*,24.3,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,16,-10.8,24,9999.9,0,1011.4,24,1010.6,24,999.9,0,18.4,24,21.4,999.9,-8.1,*,-12.6,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,28,12.1,24,9999.9,0,984.2,24,983.5,24,999.9,0,20.4,24,29.1,999.9,16.7,,10.2,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,21,30.8,24,9999.9,0,974.4,24,973.8,24,999.9,0,28.2,24,31.1,999.9,31.3,*,30.2,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,05,06,8.9,24,9999.9,0,1028.1,24,1027.4,24,999.9,0,13.7,24,15.5,999.9,11.7,,4.5,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,09,25.6,24,9999.9,0,1022.0,24,1021.3,24,999.9,0,16.3,24,25.3,999.9,26.8,*,23.9,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,07,12,29.1,24,9999.9,0,1009.7,24,1009.0,24,999.9,0,5.0,23,7.8,999.9,31.3,,26.8,,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,13,18.8,24,9999.9,0,979.8,24,896.8,24,999.9,0,4.8,24,7.8,999.9,22.6,*,14.9,,0.08,E,999.9,0,0,0,0,0,0
010090,99999,2017,07,21,35.9,24,9999.9,0,1012.0,24,1011.3,24,999.9,0,4.7,24,5.8,999.9,38.3,*,33.8,*,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,23,19.1,24,9999.9,0,984.1,24,900.8,24,999.9,0,2.7,23,3.9,999.9,21.9,*,16.9,,0.03,G,999.9,0,0,0,0,0,0
010090,99999,2017,09,06,33.2,24,9999.9,0,1023.5,24,1022.8,24,999.9,0,13.4,24,23.3,999.9,34.7,,26.6,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,10,13,34.0,24,9999.9,0,1019.0,24,1018.3,24,999.9,0,23.4,24,25.3,999.9,34.9,*,31.8,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,09,02,33.0,24,9999.9,0,1008.3,24,1007.6,24,999.9,0,7.4,24,15.5,999.9,38.1,*,28.9,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,08,26.7,24,9999.9,0,1025.6,24,1024.8,24,999.9,0,10.9,24,17.5,999.9,34.5,*,19.2,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,04,29,4.4,24,9999.9,0,1019.5,24,1018.7,24,999.9,0,8.3,23,11.7,999.9,15.3,*,0.3,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,10,30,26.2,24,9999.9,0,995.8,24,995.1,24,999.9,0,27.9,23,33.0,999.9,27.5,,25.2,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,08,22,28.5,24,9999.9,0,1012.8,24,1012.1,24,999.9,0,8.9,24,17.5,999.9,30.9,*,27.0,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,01,09,4.8,24,9999.9,0,995.8,24,995.1,24,999.9,0,14.5,24,17.5,999.9,7.5,*,3.0,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,04,22.2,24,9999.9,0,1006.8,24,1006.1,24,999.9,0,15.8,24,19.4,999.9,31.8,*,17.6,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,10,12,32.0,24,9999.9,0,1018.0,24,1017.3,24,999.9,0,9.2,24,15.5,999.9,33.3,,30.9,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,15,-2.3,24,9999.9,0,1013.4,24,1012.7,24,999.9,0,15.4,24,21.4,999.9,6.8,*,-9.2,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,04,26,4.2,24,9999.9,0,1014.9,24,1014.2,24,999.9,0,7.2,24,9.7,11.1,9.0,*,-2.0,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,04,25.5,24,9999.9,0,1005.3,24,1004.6,24,999.9,0,19.2,24,27.2,999.9,29.3,*,22.6,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,06,22,31.4,24,9999.9,0,1010.3,24,1009.6,24,999.9,0,11.0,24,17.5,999.9,32.4,,29.7,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,11,26,24.5,24,9999.9,0,1007.3,24,1006.6,24,999.9,0,15.1,24,19.4,999.9,28.2,,18.9,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,02,13,5.3,24,9999.9,0,1004.7,24,1004.0,24,999.9,0,18.9,24,27.2,999.9,8.1,,1.0,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,08,16,30.7,24,9999.9,0,997.8,24,997.2,24,999.9,0,10.4,24,25.3,999.9,31.8,,29.3,,0.0,I,999.9,0,0,0,0,0,0
010360,99999,2017,12,09,18.3,24,9999.9,0,992.5,24,908.3,24,999.9,0,12.7,24,23.3,999.9,21.2,*,14.0,,0.0,G,999.9,0,0,0,0,0,0
010090,99999,2017,06,04,27.3,24,9999.9,0,1024.2,24,1023.4,24,999.9,0,7.4,24,9.7,999.9,31.1,,22.5,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,11,28,20.6,24,9999.9,0,1012.5,24,1011.8,24,999.9,0,18.5,24,27.2,999.9,25.9,,14.9,,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,01,17,24.6,24,9999.9,0,968.4,24,967.8,24,999.9,0,26.7,24,36.9,999.9,34.0,*,3.7,*,0.0,I,999.9,0,0,0,0,0,0
010090,99999,2017,12,22,30.8,24,9999.9,0,990.4,24,989.8,24,999.9,0,18.5,24,25.3,999.9,31.6,,29.8,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,03,07,34.9,24,33.9,9,1004.7,24,1003.5,24,0.8,6,7.8,24,14.2,17.3,36.3,,32.7,,0.18,G,999.9,1,1,0,0,0,0
010070,99999,2017,12,23,28.2,24,19.0,13,993.3,24,992.3,24,999.9,0,6.3,23,17.5,999.9,31.1,,19.0,,0.0,G,2.0,0,0,0,0,0,0
010070,99999,2017,08,20,36.8,24,31.4,14,1011.6,24,1010.7,24,999.9,0,6.4,23,9.7,999.9,37.9,,33.4,,0.0,G,999.9,0,0,0,0,0,0
010070,99999,2017,11,12,31.1,24,19.6,15,1001.2,24,1000.2,24,999.9,0,8.1,22,15.5,999.9,33.3,,28.2,*,0.0,G,999.9,0,0,0,0,0,0
010070,99999,2017,09,16,36.0,24,31.0,17,1009.8,24,1008.8,24,999.9,0,9.0,22,17.5,999.9,37.6,,33.4,,0.01,G,999.9,0,1,0,0,0,0
010070,99999,2017,09,21,35.4,24,30.3,17,1027.3,24,1026.3,24,999.9,0,2.0,20,3.9,999.9,37.0,,33.4,,0.0,G,999.9,0,0,0,0,0,0
010070,99999,2017,07,12,44.4,24,37.3,18,1007.7,24,1006.7,24,999.9,0,2.8,21,5.8,999.9,47.5,,42.4,,0.0,G,999.9,0,0,0,0,0,0
010070,99999,2017,07,21,45.7,24,39.7,18,1012.6,24,1011.7,24,999.9,0,7.2,23,11.7,999.9,48.9,,43.7,*,0.03,G,999.9,0,0,0,0,0,0
010070,99999,2017,07,22,48.4,24,38.8,19,1016.6,24,1015.7,24,999.9,0,9.6,24,25.3,999.9,51.3,*,43.3,,0.0,G,999.9,0,0,0,0,0,0
010010,99999,2017,02,11,35.5,24,33.6,21,1017.3,24,1016.1,24,4.5,6,16.3,24,36.9,999.9,39.2,*,32.5,,0.0,G,999.9,0,1,0,0,0,0
010070,99999,2017,11,29,17.9,24,6.7,22,1012.3,24,1011.3,24,999.9,0,6.8,23,17.5,19.8,21.7,,15.8,*,0.0,G,999.9,0,0,0,0,0,0
010010,99999,2017,05,22,34.6,24,30.8,22,1019.5,24,1018.3,24,21.4,6,10.6,24,15.5,999.9,37.4,,30.9,,0.0,E,999.9,0,1,0,0,0,0
010010,99999,2017,08,09,46.0,24,44.6,22,1017.4,24,1016.1,24,7.4,6,9.6,24,13.4,16.7,47.5,,44.2,,0.09,G,999.9,0,1,0,0,0,0
010010,99999,2017,04,19,29.4,24,27.3,23,1006.7,24,1005.5,24,17.6,6,8.3,23,19.4,27.2,34.0,,27.5,,0.1,G,999.9,0,1,1,0,0,0
010070,99999,2017,10,18,33.2,24,27.0,23,1018.3,24,1017.3,24,999.9,0,3.3,24,9.7,13.2,35.2,,31.5,,0.02,G,999.9,0,0,1,0,0,0
010010,99999,2017,06,18,44.4,24,43.1,23,995.0,24,993.9,24,10.7,6,6.3,24,19.4,21.2,48.2,,41.9,,0.14,G,999.9,0,1,0,0,0,0
010010,99999,2017,03,14,29.4,24,27.7,23,979.2,24,978.1,24,2.5,6,15.2,24,26.6,39.0,37.9,,22.8,,0.18,G,999.9,0,1,1,0,0,0
010010,99999,2017,05,05,34.9,24,33.0,23,1032.1,24,1030.9,24,9.2,6,14.3,24,46.6,999.9,45.3,*,30.4,*,0.0,G,999.9,1,1,0,0,0,0
010010,99999,2017,06,29,40.3,24,37.6,23,1009.2,24,1008.0,24,9.8,6,9.7,24,33.0,44.3,47.1,,36.7,,0.01,G,999.9,1,0,0,0,0,0
010010,99999,2017,07,20,46.6,24,44.4,23,1014.1,24,1012.9,24,8.6,6,13.8,24,21.4,23.3,49.3,,45.1,*,0.0,G,999.9,0,0,0,0,0,0
010030,99999,2017,02,07,36.7,24,34.5,24,1022.9,24,1021.5,24,4.1,8,13.8,24,21.4,999.9,39.2,,33.6,,0.09,G,7.9,0,1,0,0,0,0
010170,99999,2017,07,15,45.0,24,39.1,24,1013.6,24,1012.7,24,999.9,0,4.9,20,9.7,999.9,49.6,,40.8,,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,07,05,45.4,24,36.7,24,1014.0,24,1010.9,24,999.9,0,9.4,24,13.6,18.8,48.2,,43.9,,0.0,I,999.9,0,0,0,0,0,0
010070,99999,2017,06,07,38.0,24,31.8,24,1021.8,24,1020.8,24,999.9,0,3.8,19,9.7,999.9,40.6,,35.8,*,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,02,01,16.0,24,8.9,24,1018.9,24,1016.8,24,14.1,24,11.6,24,22.7,29.3,26.6,,7.2,,0.03,G,999.9,0,0,1,0,0,0
010330,99999,2017,05,25,39.2,24,34.5,24,1008.7,24,1005.6,24,999.9,0,15.2,24,22.3,29.9,42.4,,34.2,,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,05,30,29.0,24,23.1,24,1022.0,24,1020.8,24,23.8,6,13.4,24,17.5,23.3,34.2,,27.9,*,0.0,G,999.9,0,0,1,0,0,0
010240,99999,2017,07,28,43.4,24,32.7,24,1007.7,24,1006.4,24,999.9,0,8.5,24,15.5,999.9,46.2,,40.6,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,09,20,46.1,24,45.3,24,1018.6,24,1017.4,24,5.6,6,6.7,23,16.7,20.4,47.3,*,45.5,,0.02,G,999.9,0,1,0,0,0,0
010330,99999,2017,11,28,34.3,24,26.9,24,1000.4,24,997.3,24,999.9,0,20.7,23,29.1,999.9,36.1,*,32.0,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,07,10,44.1,24,38.7,24,1008.8,24,1006.9,24,26.8,24,9.1,24,13.6,16.1,49.1,,38.8,*,0.0,G,999.9,1,0,0,0,0,0
010010,99999,2017,08,02,43.1,24,39.0,24,1012.2,24,1011.0,24,26.9,6,4.8,24,10.3,15.9,45.9,,40.3,,0.0,G,999.9,0,0,0,0,0,0
010260,99999,2017,08,18,52.2,24,46.1,24,1011.4,24,997.6,24,38.8,8,3.2,22,4.3,999.9,62.8,,45.3,,0.12,G,999.9,0,0,0,0,0,0
010060,99999,2017,01,14,24.0,24,20.7,24,995.7,24,994.1,24,999.9,0,16.1,24,19.4,999.9,25.2,,20.3,*,0.0,I,999.9,0,0,0,0,0,0
010020,99999,2017,01,25,7.2,24,2.7,24,990.9,24,990.0,24,999.9,0,21.0,24,25.3,27.2,10.0,,2.7,*,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,06,23,46.5,24,33.4,24,1008.0,24,994.1,24,43.1,8,8.2,24,11.7,19.2,53.1,,41.0,*,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,11,20,31.9,24,27.5,24,1021.4,24,1019.4,24,13.6,24,14.7,24,21.4,22.0,33.8,,29.5,*,0.08,G,999.9,0,1,1,0,0,0
010030,99999,2017,08,18,38.3,24,28.2,24,1016.1,24,1014.7,24,31.1,8,9.3,24,15.5,21.4,44.1,,32.4,*,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,05,13,30.8,24,26.5,24,1027.4,24,1025.3,24,13.9,24,16.0,24,19.0,22.3,32.0,,29.7,,0.0,A,999.9,0,0,0,0,0,0
010170,99999,2017,07,25,43.0,24,41.9,24,1012.9,24,1012.2,24,999.9,0,3.5,24,5.8,999.9,44.6,,41.2,,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,11,07,21.1,24,15.8,24,1021.9,24,1020.8,24,999.9,0,9.4,23,15.5,999.9,24.4,*,17.6,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,08,27,48.3,24,40.7,24,1014.3,24,1011.2,24,999.9,0,6.9,24,11.7,13.4,49.8,,45.3,,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,07,24,41.4,24,39.8,24,1018.5,24,1017.1,24,10.2,8,5.3,24,7.8,999.9,43.3,,40.6,,0.03,G,999.9,0,1,0,0,0,0
010260,99999,2017,07,15,55.0,24,41.8,24,1006.9,24,993.3,24,43.9,8,7.7,24,11.7,22.1,62.1,,50.5,,0.02,G,999.9,0,1,0,0,0,0
010280,99999,2017,06,01,30.7,24,27.3,24,1022.3,24,1020.3,24,6.0,24,22.0,24,27.2,33.8,32.7,,28.6,,0.09,G,999.9,0,1,1,0,0,0
010160,99999,2017,02,27,18.1,24,13.8,24,1016.4,24,1014.7,24,999.9,0,15.7,24,19.4,999.9,21.7,,16.5,*,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,07,31,42.9,24,36.8,24,1012.7,24,1011.3,24,31.1,8,5.5,24,13.6,999.9,51.6,,36.5,,0.0,G,999.9,0,0,0,0,0,0
010170,99999,2017,03,16,14.4,24,8.7,24,981.5,24,980.7,24,999.9,0,17.9,24,21.4,999.9,21.9,*,8.6,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,04,27,37.2,24,25.5,24,1014.0,24,1010.9,24,999.9,0,7.4,24,13.6,18.3,42.8,,32.9,,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,11,16,35.3,24,29.8,24,1002.8,24,999.7,24,999.9,0,3.1,24,7.8,999.9,36.5,,34.3,,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,01,24,26.9,24,24.6,24,992.1,24,990.6,24,999.9,0,21.8,24,27.2,999.9,30.2,,19.8,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,06,25,38.0,24,34.5,24,1013.9,24,1012.8,24,11.6,6,9.5,24,15.5,20.6,41.9,,35.1,,0.0,E,999.9,1,1,0,0,0,0
010160,99999,2017,07,28,32.4,24,31.8,24,1006.5,24,1005.0,24,999.9,0,9.9,23,15.5,999.9,34.5,*,31.1,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,04,26,32.3,24,28.2,24,1013.7,24,1012.5,24,12.3,6,12.2,24,18.8,22.9,34.2,,28.9,,0.01,G,999.9,0,1,0,0,0,0
